name,description,instructor,rating,reviews,total_hours,num_of_lectures,difficulty,price,badge
Node JS API Development,"Learn to develop user registration and login REST API's using Node JS, Express Sequelize ORM, UUID and more",Gopi P,4.7,18,1.5 total hours,12,All Levels,0,New
Build and Deploy Your First Decentralized App with Etherem,Learn how to create Smart Contracts and Interact with them through a Web3 User Interface!,Gary Simon,4.7,1158,1.5 total hours,8,Beginner,0,-
Build Your First Restful Api With Node Express and MongoDB,Build your first RESTFUL Api with Node and Express with Model View Controller pattern with Mongo Database,Ankit K,4.7,7,1 total hour,16,All Levels,0,New
Vue.js for Beginners: Up and Running with Vue,A beginner's guide to learn the basics of the JavaScript Framework Vue.js,Dan Vega,4.7,76,2 total hours,17,Beginner,0,-
Squarespace SEO Mini Course,The Ultimate Guide to Boosting Your Squarespace Traffic,David Iskander,4.7,4,34 total mins,11,Beginner,0,-
Master Angular 2 - The No Nonsense Course,Learn Angular 2 Quickly and Efficiently from a Professional Developer,Grant Klimaytys,4.7,354,2.5 total hours,36,Beginner,0,-
Build an online forum in less than 1 hour,Learn how to build your own online forum and how to build a huge community for your forum. NO CODE KNOWLEDGE NEEDED.,Zachary Matar,4.7,129,43 total mins,9,All Levels,0,-
How to Make a WordPress Website | Step-By-Step Guide 2018,The beginner's guide to creating your very own website with WordPress. No coding or web development knowledge required.,Dale McManus,4.7,625,1 total hour,19,Beginner,0,-
Asynchronous JavaScript Bootcamp,"Learn how to use Promises, async functions, and callbacks to handle asynchronous JS code",Dev Decks,4.7,41,1 total hour,13,Beginner,0,-
Learn how to quickly build websites using Wordpress,Start building websites quickly and easily with no prior programming experience,Chris du Toit,4.7,938,3.5 total hours,28,All Levels,0,-
Using UFT Developer for Web Apps (Basic Course),"UFT Developer provides test automation capabilities in your IDE for Agile Development, Continuous Integration & DevOps",Amir Khan,4.7,4,2 total hours,11,Beginner,0,-
Install Wordpress Locally & Move Website Online,Learn how to install wordpress on computer using free software called WAMP Server. Build Websites and Blogs Free.,Aamir Javeed,4.7,135,44 total mins,14,All Levels,0,-
How to Convert Excel to a Custom Web Application with Caspio,This course will teach you how to create a web application without writing a single line of code,Ned Pajic,4.7,131,1 total hour,5,Beginner,0,-
Build and Deploy a NodeJS API,In 30 minutes! Practical development for prototypes.,Duane Bester,4.7,62,2 total hours,32,Beginner,0,-
Gulp - Build a Web Developer Starter Kit,Automate your local environment with javascript,Joe Santos Garcia,4.7,151,1.5 total hours,12,Beginner,0,-
The Ultimate Vue 2 Crash Course - Learn by Example,Learn the basics of Vue 2 by building an App,Gary Simon,4.7,1685,1 total hour,7,Beginner,0,-
React Clarified: “Thinking in React”,Improve your understanding of React,Tom Bowden (AutoScreencast),4.6,165,40 total mins,7,Intermediate,0,-
Next JS with React Hooks - Building SSR React Applications,Get up and running with React Hooks and Next Js in a Day. Learn to build Server Side Rendered (SSR) React applications.,Ryan Dhungel,4.6,509,2 total hours,30,All Levels,0,-
Building a Static Website w/ Blog Using Vue JS and Gridsome,Harness the power of Vue and GraphQL to build blazing-fast websites with Gridsome static site generator,"Carter Snook, Coding United",4.6,38,1 total hour,10,Intermediate,0,-
Become a Web Designer - HTML for Beginners,Enable your career to become a Web Designer by learning HTML5,Chandrasekaran Janardhanan,4.6,45,2 total hours,96,Beginner,0,-
The complete Airtable Custom Blocks development course,Master Airtable App Development by building custom blocks on the Airtable platform.,Page Monk,4.6,21,1.5 total hours,17,Beginner,0,-
How to install wordpress on localhost and live server,Install and configure a web development environment on your computer and live server with practical method,Micro Tuts,4.6,47,30 total mins,9,Beginner,0,-
Creating a Simple Newsletter Signup Using PHP and MySQL,In this course we are going to add a newsletter signup form that saves to a database.,"Malcolm Knott, Daniel Walter Scott",4.6,131,1 total hour,14,All Levels,0,-
Learn Front End Basics by making a personal website,Learn html5 css3 sass basics step by step.,Marko Dunović,4.6,10,2 total hours,16,Beginner,0,-
Learn How to Design & Build a WordPress Website in 2020!,Complete Beginners Guide - Step by Step,Hogan Chua,4.6,190,4 total hours,38,Beginner,0,-
How to MAKE a WordPress Website - PROFESSIONAL - (PART 2),Create a WordPress Website Step by Step - DRAG AND DROP,Wordpress Guru,4.6,24,2 total hours,12,Beginner,0,-
Build a Website in less than 2 Hours! (Step by Step),"Quick and easy, step by step course, where you can learn how to build website in less than 2 hours with HTML and CSS",MasterMinds Tutorials,4.6,82,2 total hours,15,Beginner,0,-
[NEW] GraphQL in React.js and Node.js,The modern way to build API's,Daniel Arzuaga,4.6,195,2.5 total hours,14,All Levels,0,-
How to Create a Listing or Directory Website with WordPress,"Create a Professional Listing, Directory or Real Estate website With WordPress, Step by Step",Nayyar Shaikh,4.6,231,1.5 total hours,16,All Levels,0,-
React Clarified: Building a Game in React,You will learn the basics of React in the shortest time possible.,Tom Bowden (AutoScreencast),4.6,221,1 total hour,15,Beginner,0,-
Laravel Query Builder,Utilising Laravel's powerful query builder to do the heavy lifting while interacting with database,Ali Shah,4.6,152,1.5 total hours,8,Beginner,0,-
HTML CSS Easy steps to create a web template from scratch,Complete easy to follow guide to create your own web template using HTML and CSS Quick Crash course for beginners,Laurence Svekis,4.6,207,1 total hour,15,Beginner,0,-
It’s Not Magic! It’s HTML5,A course for complete beginners! Learn the skills you need to create your first simple website with HTML5!,Richard Hart,4.6,136,2 total hours,54,Beginner,0,-
Learn HTML in 2 hours!,Start learning CSS and HTML today and have your website up and running tomorrow!,Dr Emma Cheetham,4.6,650,1.5 total hours,13,Beginner,0,-
Modern JavaScript Basics in 1 Hour for beginners,Learn the fundamentals of Modern JavaScript in just 1 Hour,Pramod Mahato,4.6,120,1 total hour,15,Beginner,0,-
Getting Started with Amazon Web Services,Quick course to start with Amazon Web Services and deploy your first static website.,Shozab Ways,4.6,203,38 total mins,9,Beginner,0,-
AspNet Core Blazor: The Big Picture,Demystifying ASP.NET Core Blazor — Core Concepts and Features,Ervis Trupja,4.6,337,39 total mins,8,Beginner,0,-
MERN Stack Authentication And Deployment,Learn how to authenticate user and deploy MERN stack application on Heroku,Farhan Farooq,4.6,105,1 total hour,5,Beginner,0,-
Mastering CSS 3.0 Selectors,Empowering your development and design through CSS 3.0 Selectors,Everything Nice inc,4.6,421,2 total hours,13,Intermediate,0,-
HTML: Become an Expert in HTML In 2 Hours - For Beginners,Become an Expert in HTML in 2 Hours. Learn HTML Quickly - Make Professional Websites with HTML From Scratch.,VideoLab by Jad Khalili,4.6,925,1.5 total hours,34,All Levels,0,-
EMMET Faster HTML & CSS workflow - Best Tool For Developers,Emmet is plugin for text editors that helps you write HTML and CSS faster. Work quicker saving time & making more money.,"Edwin Diaz, Coding Faculty Solutions",4.6,2534,1 total hour,20,All Levels,0,-
Build CRUD Application - PHP & Mysql,Create Todo list app with pagination,Akram Abdulrazaq,4.6,1430,1.5 total hours,13,Beginner,0,-
Pure JavaScript Calculator Code ES6 Learn JavaScript,Explore how you can create a fully functional JavaScript calculator with only JavaScript - simple project to practice,Laurence Svekis,4.6,138,44 total mins,18,All Levels,0,-
cssSelector Tutorial from basic to advance level.,The complete cssSelector course.,Sanjay Kumar,4.6,65,1.5 total hours,14,All Levels,0,-
Mastering CSS Grid,Learn CSS Grid from zero to mastery,Hesham Hassan,4.6,20,2 total hours,28,All Levels,0,New
Omnis Academy,Development of a web- and mobile app,Andreas Pfeiffer,4.6,21,2 total hours,5,Beginner,0,-
Learn to Make an Animated Image Gallery using HTML5,A Quick Guide to Learn Animation in HTML,"Eduonix Learning Solutions, Eduonix-Tech .",4.6,416,1 total hour,8,Beginner,0,-
Git & GitHub Crash Course: Create a Repository From Scratch!,"Learn how to create a Git repository, clone it, make changes, and submit changes to GitHub in less than 30 minutes.",Kalob Taulien,4.6,7261,37 total mins,12,Beginner,0,-
Start Web Development with GIS Map in JavaScript,"An easy way to dispaly GIS, 3D maps to your browsers with various functions.",Alfred Lam,4.6,198,1 total hour,11,All Levels,0,-
Learn 3D GIS Web Development with ArcGIS API in JavaScript,"An easy way to create 2D, 3D GIS web app .......",Alfred Lam,4.6,105,1 total hour,22,All Levels,0,-
Intro to Git,A fast and easy guide to version control,Ian Schoonover,4.6,1887,1 total hour,30,Beginner,0,-
Learn Bootstrap 4 by Example,Skip those boring courses full of slides and learn Bootstrap 4 by doing!,Gary Simon,4.6,1577,1 total hour,9,All Levels,0,-
Intro to Node JS & Express,Get started on your full-stack developer career by learning the most popular Javascript web framework in the world,Dan Kwon,4.6,1216,2 total hours,11,Beginner,0,-
Master the WordPress Gutenberg Editor,Learn how to use the new WordPress page editor Gutenberg to build pages and posts for your WordPress website,Alexander Oni,4.6,182,1.5 total hours,18,All Levels,0,-
CSS: Zero to Hero in CSS by Styling a Website from Scratch,"Become an Expert in CSS and CSS3 With Styling, Grid, Flexbox, Animations, Transitions, and more; No experience needed!",VideoLab by Jad Khalili,4.6,707,6.5 total hours,60,All Levels,0,-
Laravel Vue SPA Admin Panel,Admin panel using laravel and vue js,Subhendu Bhatta,4.6,111,3 total hours,10,All Levels,0,-
Introduction to Web Development: HTML,"Learn how to build web pages with HTML, including syntax, major elements, and new HTML5 features and capabilities.",Brian Gorman,4.6,715,3 total hours,54,Beginner,0,-
Data Structures Concepts & Singly Linked List Implementation,Data Structures Concepts & Singly Linked List Implementation,"Chaand Sheikh, Gaurav Bhorkar, studyeasy onGmail",4.6,1844,1.5 total hours,33,All Levels,0,-
Learn Web Development by Creating a Social Network,"Learn to code from scratch by building your own Social Network with HTML, CSS, JavaScript and Meteor","Pablo Farias Navarro, Zenva Academy",4.6,653,6.5 total hours,81,Beginner,0,-
Angular and Laravel Authentication and password reset.,Use angluar to create SPA with Laravel and JWT.,Sarthak Shrivastava,4.6,515,3.5 total hours,16,Intermediate,0,-
Introduction to ASP.NET Core,Learn the basics of ASP.NET Core by build CRUD Projects using MVC and Razor Pages with Entity Framework Core,Bhrugen Patel,4.6,1858,3 total hours,57,Beginner,0,-
Create a Dynamic User Registration Form from scratch,Complete guide to creating an interactive dynamic login and user registration system connecting frontend & backend code,Laurence Svekis,4.6,125,3 total hours,39,Beginner,0,-
Tyton's Ultimate Wordpress Training Academy,Learn How to Create Wordpress Websites with NO CODE!,Tyler Horvath,4.6,99,3 total hours,25,All Levels,0,-
ASP.NET CORE: BACKGROUND PROCESSING WITH HANGFIRE,Learn about an easy way to perform background processing in .NET Core applications.,Ervis Trupja,4.6,311,32 total mins,7,Intermediate,0,-
CakePHP 3 Tutorial with User Authentication and Admin,A complete user authentication course on CakePHP 3.4 and newer,Dave Partner,4.6,394,2.5 total hours,12,Beginner,0,-
Quickstart AngularJS 1.0 [First Version Of Angular],A quick practical approach to let you know whether AngularJS is the tool of choice for your project as well as you!,Sandip Gautam,4.6,7230,1.5 total hours,17,Beginner,0,-
How to Make a Single Page Website for Freelancers & Agencies,Learn to create a single page website from scratch with WordPress & find new clients. No coding or experience required.,Hoku Ho,4.6,704,1.5 total hours,30,All Levels,0,-
Master Regular Expressions from scratch - All languages,Learn how to use Regular Expressions (regex) in all programming languages from scratch. Practice by creating 8 Regex.,Hafiz Muhammad Faaz Ali,4.6,478,2 total hours,38,All Levels,0,-
"Basic PHP Development with Bootstrap, GitHub and Heroku","Learn to develop a basic PHP application using Bootstrap 4, upload to source control and publish to the web with Heroku","Trevoir Williams • 250,000+ Students",4.6,271,5 total hours,19,Beginner,0,-
Learn PHP Basics for WordPress,Learn the basics of PHP required to become a WordPress Developer,Alexander Oni,4.6,19,1 total hour,11,Beginner,0,-
Web Design for Web Developers: Build Beautiful Websites!,Learn web design in 1 hour with 25+ simple-to-use rules and guidelines — tons of amazing web design resources included!,Jonas Schmedtmann,4.6,30312,2.5 total hours,19,All Levels,0,-
CNC Programming with G Code for Beginners,Learn the basics of machining with G-Code.,Brian Benjamin,4.6,3925,1 total hour,16,Beginner,0,-
How to Create a WordPress Blog for Free,Learn how to use WordPress and create a blog for free,Gvidas Maskoliunas,4.6,54,1.5 total hours,19,Beginner,0,-
npm - Mastering the Basics,For Beginners,Vishwas Gopinath,4.6,1642,40 total mins,16,Beginner,0,-
Introduction to HTML Language,Creating Your First Website,"Diego Mariano, Ph.D.",4.6,327,35 total mins,17,Beginner,0,-
Create Login Systems for Google Chrome App Development,Create more robust Chrome Extension experiences for your users by adding personalization.,An Object Is A,4.6,8,2 total hours,6,Beginner,0,-
Build your first React JS Application,Learn the most popular JavaScript framework on the web by building your first React web app,Quentin Watt,4.6,755,2 total hours,15,Intermediate,0,-
